commit type,added lines count
Other,0
Multi-lang,1
Multi-lang,258
Multi-lang,175
Other,3
Other,4
Multi-lang,6
Other,1
Other,0
Other,13
Other,4
Other,0
Other,1
Other,14
Other,1
Other,1
Other,18
Other,1
Other,2
Other,1
Other,21
Other,1
Other,1
Other,2
Other,0
Other,4
Other,1
Other,2
Other,2
Other,0
Other,0
Other,90
Other,6
Other,6
Other,3
Other,40
Other,146
Other,237
Other,4
Other,121
Other,157
Other,494
Other,2
Other,81
Other,282
Other,114
Other,1
Other,55
Other,12
Other,1
Other,4
Multi-lang,101
Other,1
Other,4
Other,1
Other,2
Other,37
Other,6
Other,15
Other,83
Other,2
Other,1
Other,3
Multi-lang,453
Other,1
Other,31
Other,13
Other,16
Other,42
Other,3
Other,1
Other,2
Multi-lang,219
Other,12
Other,30
Other,20
Other,25
Other,2
Other,30
Other,2
Other,21
Other,2
Other,162
Other,1
Other,14
Other,21
Other,261
Other,3
Other,1
Other,104
Other,8
Other,154
Other,49
Other,67
Other,372
Other,2
Other,1
Other,22
Multi-lang,7
Other,24
Other,14
Other,2
Other,1
Other,1
Other,27
Other,9
Other,3
Multi-lang,122
Multi-lang,240
Other,309
Other,31
Other,0
Other,8
Other,37
Multi-lang,432
Other,341
Other,3
Other,27
Other,17
Other,15
Other,8
Other,34
Other,21
Other,10
Multi-lang,260
Other,3
Other,48
Other,32
Multi-lang,115
Other,16
Other,4
Other,41
Multi-lang,70
Other,3
Other,40
Other,17
Other,4
Other,4
Other,1
Multi-lang,41
Multi-lang,6
Other,1
Other,4
Multi-lang,167
Other,5
Other,3
Other,1
Other,14
Other,84
Other,0
Multi-lang,512
Multi-lang,675
Other,6
Other,88
Other,1
Other,149
Other,2
Other,18
Other,144
Other,65
Other,129
Other,1
Other,7
Other,8
Other,2
Other,9
Other,2
Other,8
Other,2
Other,151
Other,3
Other,2
Other,27
Other,19
Other,20
Other,1
Other,3
Other,7
Other,8
Other,2
Other,20
Other,15
Other,1
Other,1
Other,11
Other,45
Other,1
Other,2
Other,48
Other,2
Other,1
Other,20
Other,2
Other,3
Other,1
Other,16
Other,41
Other,151
Other,3
Multi-lang,148
Other,38
Other,18
Other,1
Other,2
Other,15
Other,6
Other,7
Other,14
Other,13
Multi-lang,11
Other,6
Multi-lang,371
Other,1
Other,21
Other,13
Other,6
Other,7
Other,5
Other,1
Other,6
Other,0
Other,1
Other,11
Other,7
Other,6
Multi-lang,8
Other,1
Other,6
Other,2
Other,14
Other,10
Other,10
Other,0
Other,11
Other,2
Other,3
Other,92
Other,1
Other,205
Other,8
Other,109
Other,1
Other,1
Other,1
Other,0
Other,14
Other,25
Other,14
Other,29
Other,27
Other,3
Other,1
Other,44
Other,6
Other,17
Other,12
Other,14
Other,31
Other,2
Other,10
Multi-lang,34
Other,4
Other,0
Other,30
Other,1
Other,2
Other,28
Other,2
Other,1
Other,1
Other,8
Other,1
Other,9
Other,2
Other,6
Other,21
Other,29
Other,46
Other,4
Other,2
Other,1
Other,5
Other,16
Other,14
Other,31
Other,13
Other,8
Other,13
Other,11
Other,0
Other,2
Other,19
Other,9
Other,11
Other,2
Other,4
Other,27
Other,2
Other,22
Other,2
Other,23
Other,2
Other,11
Other,20
Other,0
Other,9
Other,20
Other,252
Other,0
Other,0
Other,44
Other,16
Other,4
Other,13
Other,26
Other,1
Other,1
Other,0
Other,0
Other,1
Other,0
Other,0
Other,0
Other,1
Other,0
Other,1
Other,19
Other,19
Other,8
Other,88
Other,5
Other,10
Other,18
Other,1
Other,85
Other,0
Other,4
Other,1
Other,3
Other,2
Other,52
Multi-lang,73
Other,9
Other,17
Other,31
Other,15
Other,2
Other,28
Other,0
Other,104
Other,5
Other,4
Other,2
Other,2
Other,45
Other,24
Other,39
Other,10
Other,92
Other,7
Other,1
Other,0
Other,1
Other,6
Other,6
Other,4
Other,2
Other,10
Other,2
Other,16
Other,13
Other,2
Multi-lang,22
Other,9
Other,20
Other,4
Other,10
Other,72
Other,1
Other,1
Other,1
Other,1
Other,0
Other,0
Other,1
Other,0
Other,0
Other,0
Other,340
Other,35
Other,0
Other,20
Multi-lang,328
Other,0
Other,1
Other,0
Other,1
Other,66
Other,2
Other,2
Multi-lang,88
Other,3
Other,13
Other,2
Other,1
Other,33
Other,7
Other,68
Other,2
Other,31
Other,2
Other,52
Other,3
Other,1
Other,1
Other,315
Other,1
Other,0
Other,1
Other,45
Other,7
Multi-lang,26
Other,331
Other,10
Multi-lang,324
Other,11
Other,5
Other,2
Other,24
Other,2
Other,174
Other,73
Other,32
Other,47
Other,38
Other,10
Other,1
Other,1
Other,0
Other,2
Other,30
Other,1
Other,11
Other,1
Other,12
Other,11
Other,1
Other,132
Other,32
Other,130
Other,2
Other,14
Other,2
Other,2
Multi-lang,101
Other,1
Other,27
Other,31
Other,23
Other,8
Other,2
Other,2
Other,8
Other,1
Other,7
Other,1
Other,27
Other,2
Other,2
Other,2
Other,65
Other,2
Other,1
Other,37
Other,8
Other,8
Other,24
Other,39
Other,2
Other,7
Other,2
Multi-lang,3
Other,25
Multi-lang,376
Other,53
Other,13
Other,49
Other,1
Other,1
Other,1
Other,0
Other,1
Other,97
Other,2
Other,337
Other,2
Other,0
Other,1
Other,11
Other,0
Other,0
Other,0
Other,83
Multi-lang,13
Other,8
Other,6
Other,2
Multi-lang,311
Other,8
Other,5
Other,0
Other,1
Multi-lang,23
Other,1
Other,1
Other,4
Other,43
Other,2
Other,153
Other,195
Multi-lang,152
Multi-lang,270
Other,0
Other,42
Other,7
Multi-lang,1
Other,18
Other,9
Other,1
Other,2
Other,31
Other,11
Other,34
Other,2
Other,5
Other,12
Other,42
Multi-lang,122
Other,43
Other,6
Other,1
Other,1
Other,18
Other,8
Other,4
Other,1
Other,3
Other,1
Other,2
Other,13
Other,39
Other,18
Other,4
Other,1
Other,6
Other,16
Other,0
Multi-lang,365
Other,6
Other,1
Other,148
Other,0
Other,0
Other,1
Other,2
Other,75
Other,146
Other,4
Other,0
Other,2
Other,0
Other,4
Other,73
Other,3
Other,0
Other,79
Multi-lang,110
Other,24
Multi-lang,57
Other,18
Multi-lang,419
Multi-lang,37
Other,1
Other,3
Other,13
Other,0
Other,638
Multi-lang,89
Other,0
Other,37
Other,38
Multi-lang,45
Multi-lang,20
Multi-lang,21
Multi-lang,32
Other,89
Multi-lang,224
Other,2
Multi-lang,14
Multi-lang,107
Other,26
Other,18
Other,24
Multi-lang,22
Other,1
Other,4
Other,124
Other,169
Other,2
Other,50
Other,3
Other,3
Other,4
Other,25
Other,3
Other,90
Multi-lang,36
Multi-lang,41
Other,1
Multi-lang,44
Other,7
Multi-lang,2
Other,1
Other,3
Other,1
Other,2
Other,1
Other,27
Other,1
Other,244
Other,4
Other,2
Other,32
Other,1
Other,23
Other,1
Other,1
Other,13
Other,2
Other,3
Other,19
Other,1
Other,14
Other,1
Other,4
Other,54
Other,79
Other,2
Other,14
Other,8
Other,3
Multi-lang,10
Other,33
Other,50
Other,1
Other,59
Other,32
Other,5
Other,3
Other,21
Other,12
Other,13
Other,3
Other,2
Other,2
Other,32
Other,2
Other,3
Multi-lang,32
Multi-lang,987
Other,677
Other,18
Other,1
Other,351
Other,1
Other,1
Multi-lang,19
Other,19
Other,2
Multi-lang,59
Other,1
Other,62
Other,5
Other,17
Other,3
Other,4
Other,118
Other,25
Other,311
Other,112
Other,35
Other,24
Multi-lang,103
Other,2
Other,2
Other,13
Other,11
Other,163
Other,20
Other,5
Multi-lang,163
Other,20
Other,150
Other,3
Other,0
Other,26
Other,1
Other,23
Other,26
Other,2
Other,160
Other,1
Other,1
Other,2
Other,1
Other,34
Other,6
Other,67
Other,2
Other,0
Other,1
Other,3
Other,11
Other,12
Other,10
Other,2
Other,8
Other,0
Other,8
Other,4
Other,0
Other,45
Other,3
Other,52
Multi-lang,182
Other,8
Multi-lang,12
Other,44
Multi-lang,141
Other,2121
Other,2788
Multi-lang,65
Multi-lang,74
Other,71
Multi-lang,14
Other,0
Other,0
Other,26
Multi-lang,21
Other,23
Other,145
Multi-lang,57
Other,107
Other,318
Other,104
Other,52
Other,1
Multi-lang,54
Other,16
Other,17
Multi-lang,147
Other,6
Other,24
Other,1
Other,1
Other,91
Other,112
Multi-lang,63
Multi-lang,4
Other,37
Other,15
Other,15
Multi-lang,60
Other,0
Other,40
Other,139
Other,28
Other,6
Other,39
Other,21
Other,31
Other,4
Other,0
Other,17
Other,95
Other,55
Other,18
Other,3
Multi-lang,27
Other,0
Other,234
Other,0
Other,13
Other,8
Other,32
Other,17
Other,15
Multi-lang,147
Multi-lang,10
Other,3
Other,10
Other,33
Other,10
Multi-lang,18
Multi-lang,36
Other,0
Other,0
Multi-lang,22
Multi-lang,22
Other,6
Other,0
Multi-lang,132
Other,114
Other,273
Multi-lang,25
Multi-lang,24
Multi-lang,74
Other,179
Multi-lang,8
Other,74
Multi-lang,86
Multi-lang,369
Other,9
Other,7
Multi-lang,301
Multi-lang,121
Other,0
Other,1
Other,3
Other,7
Other,7
Other,17
Multi-lang,21
Multi-lang,209
Multi-lang,5
Other,9
Multi-lang,112
Multi-lang,73
Other,1
Multi-lang,401
Other,0
Other,4
Multi-lang,203
Multi-lang,112
Multi-lang,51
Multi-lang,341
Multi-lang,91
Other,25
Multi-lang,76
Multi-lang,151
Multi-lang,36
Multi-lang,706
Other,5
Other,2
Other,5
Multi-lang,1180
Multi-lang,818
Multi-lang,46
Multi-lang,640
Multi-lang,48
Other,2
Other,4
Multi-lang,1193
Multi-lang,451
Multi-lang,750
Other,4
Other,296
Other,111
Other,3
Other,54
Multi-lang,208
Other,1473
Other,0
Multi-lang,6156
Other,844
Other,10
Multi-lang,1383
Multi-lang,369
Multi-lang,215
Multi-lang,500
Other,5
Other,9
Other,1
Multi-lang,663
Other,92
Multi-lang,12
Multi-lang,99
Multi-lang,962
Multi-lang,47
Multi-lang,74
Other,5
Other,6
Multi-lang,159
Other,1
Multi-lang,243
Multi-lang,157
Other,3
Multi-lang,17
Other,607
Multi-lang,1470
Multi-lang,70
Other,110
Multi-lang,1204
Other,1
Other,4
Multi-lang,133
Multi-lang,13
Other,2
Multi-lang,10
Other,22
Other,19
Other,133
Other,19
Other,1
Other,8
Other,18
Other,6
Other,1
Multi-lang,1031
Multi-lang,795
Multi-lang,111
Multi-lang,598
Multi-lang,284
Multi-lang,670
Other,35
Other,1
Other,0
Other,1
Multi-lang,908
Other,8
Multi-lang,464
Other,65
Other,27
Multi-lang,54
Other,7
Other,10
Other,2
Other,1
Other,3
Other,3
Multi-lang,58
Other,5
Other,1
Other,0
Other,60
Multi-lang,256
Other,2
Multi-lang,8
Multi-lang,10
Other,1
Other,0
Other,4
Multi-lang,40
Other,1
Multi-lang,845
Multi-lang,203
Other,591
Multi-lang,99
Multi-lang,405
Multi-lang,59
Other,4
Multi-lang,506
Other,28
Multi-lang,104
Multi-lang,627
Multi-lang,833
Other,0
Multi-lang,695
Multi-lang,133
Multi-lang,92
Other,7
Other,121
Multi-lang,453
Multi-lang,253
Other,22
Multi-lang,890
Other,9
Other,10
Other,4
Multi-lang,31
Other,50
Other,11
Other,17
Other,2
Other,10
Other,40
Multi-lang,14
Multi-lang,206
Other,7
Multi-lang,624
Other,96
Multi-lang,34
Multi-lang,4
Other,49
Multi-lang,250
Multi-lang,49
Multi-lang,1371
Multi-lang,126
Other,6
Multi-lang,11
Other,1
Other,91
Other,57
Other,10
Other,1
Other,6
Multi-lang,105
Multi-lang,520
Other,32
Multi-lang,64
Multi-lang,33
Multi-lang,54
Multi-lang,1925
Multi-lang,582
Multi-lang,91
Other,11
Multi-lang,172
Other,2
Other,2
Other,5
Other,4
Other,0
Other,1
Other,0
Other,1
Other,10
Other,57
Other,95
Multi-lang,25
Other,1
Other,1
Other,1
Other,33
Other,2
Other,3
Multi-lang,164
Other,2
Other,1
Other,2
Other,0
Multi-lang,10
Other,1
Other,4
Multi-lang,203
Other,73
Multi-lang,1094
Other,1
Multi-lang,90
Other,3
Other,1
Multi-lang,252
Other,1
Other,6
Other,69
Other,5
Other,1
Other,2
Multi-lang,26
Other,2
Multi-lang,241
Other,1
Other,1
Other,69
Other,239
Multi-lang,56
Other,1
Other,13
Other,1
Other,3
Multi-lang,23
Other,2
Other,1
Other,2
Multi-lang,28
Other,1
Other,33
Other,4
Other,7
Other,5
Other,26
Other,8
Other,2
Multi-lang,277
Other,5
Other,2
Other,3
Other,6
Other,33
Other,2
Other,2
Other,2
Other,2
Other,1
Other,23
Other,5
Other,8
Other,1
Other,18
Other,4
Other,5
Other,3
Other,107
Other,3
Other,10
Other,5
Other,5
Other,69
Other,117
Other,62
Other,5
Other,18
Other,2
Multi-lang,70
Other,84
Other,2
Other,1
Other,107
Multi-lang,747
Multi-lang,3
Other,7
Other,3
Other,2
Other,1
Multi-lang,746
Other,52
Other,101
Other,1
Multi-lang,50
Other,3
Multi-lang,329
Other,23
Other,10
Multi-lang,37
Other,36
Multi-lang,2
Other,111
Other,11
Other,36
Multi-lang,3219
Other,6
Other,1
Other,29
Other,2
Other,13
Other,30
Other,346
Other,13
Multi-lang,155
Other,155
Other,2
Multi-lang,5
Multi-lang,3
Other,74
Multi-lang,204
Other,0
Other,11
Other,26
Multi-lang,99
Other,1
Other,63
Other,1
Multi-lang,17
Other,619
Other,52
Other,28
Other,10
Other,0
Other,356
Other,140
Other,5
Other,18
Other,3
Other,4
Other,1
Multi-lang,152
Multi-lang,9
Multi-lang,12
Other,1
Multi-lang,37
Other,87
Multi-lang,250
Other,36
Other,531
Other,191
Multi-lang,386
Other,157
Other,99
Other,69
Other,199
Other,14
Multi-lang,40
Other,31
Other,18
Multi-lang,696
Other,144
Other,56
Other,14
Other,283
Other,4
Other,48
Other,32
Other,227
Other,20
Other,257
Other,11
Other,221
Other,6
Other,64
Other,122
Multi-lang,1631
Other,72
Other,873
Other,39
Other,10
Other,14
Multi-lang,0
Other,1
Multi-lang,854
Other,215
Other,1
Other,11
Multi-lang,61
Other,40
Other,1
Other,5
Other,307
Other,1173
Other,20
Multi-lang,138
Multi-lang,361
Other,1
Other,954
Other,1
Other,1
Other,1
Other,29
Other,3
Other,6
Other,7
Other,24
Other,12
Other,2
Other,5
Other,2
Other,2
Other,25
Other,47
Other,7
Other,2
Other,12
Other,2
Other,56
Other,5
Other,3
Other,2
Other,18
Other,1
Other,1
Other,5
Other,1
Other,7
Other,1
Other,1
Other,14
Other,2
Other,8
Other,1
Other,29
Other,215
Other,9
Other,2
Other,25
Other,1
Other,5
Other,92
Other,2
Other,5
Other,5
Other,158
Other,4
Other,15
Other,7
Other,29
Other,1
Other,1
Other,4
Other,1
Other,11
Other,4
Other,2
Other,2
Other,5
Other,0
Other,5
Other,1
Other,9
Other,1
Other,2
Other,2
Other,5
Other,1
Other,1
Other,5
Other,2
Multi-lang,43
Other,5
Other,2
Other,5
Other,2
Other,1
Other,5
Other,1
Other,14
Other,1
Other,12
Other,64
Other,1
Other,0
Other,1
Other,2
Other,5
Other,5
Other,36
Other,1
Other,6
Other,3
Other,1
Other,1
Other,1
Other,7
Other,2
Other,5
Other,364
Other,4
Other,1
Other,16
Other,2
Other,5
Other,1
Other,20
Other,16
Other,4
Other,11
Other,1
Other,1
Other,3
Other,2
Other,2
Other,2
Other,1
Other,20
Other,8
Other,4
Multi-lang,105
Other,19
Other,1
Other,460
Other,31
Other,1
Other,1
Other,17
Other,14
Other,5
Other,5
Other,5
Other,2
Other,14
Other,5
Other,2
Other,0
Other,8
Other,10
Other,1
Other,1
Other,2
Other,3
Other,3
Other,2
Other,5
Other,4
Other,1
Other,1
Other,1
Other,2
Other,3
Other,23
Other,6
Other,5
Other,5
Other,4
Other,33
Other,1
Other,2
Other,2
Other,13
Other,18
Other,2
Other,5
Other,5
Other,3
Other,2
Other,2
Other,25
Other,50
Other,1
Other,66
Other,1
Other,13
Other,2
Other,1
Other,701
Other,1
Other,111
Other,35
Other,269
Other,38
Other,9
Other,2
Other,1
Other,661
Other,37
Other,2
Other,6
Other,7
Other,0
Other,22
Other,2
Other,1
Multi-lang,44
Other,3
Other,2
Other,2
Other,1
Other,5
Other,3
Other,2
Other,131
Multi-lang,76
Multi-lang,8
Other,1
Other,145
Other,676
Other,12
Other,2
Other,1
Other,15
Other,126
Other,2
Other,1
Other,635
Other,40
Other,1
Other,3
Other,40
Other,0
Other,1
Other,2
Other,3
Other,70
Multi-lang,8
Other,10
Other,2
Other,2
Multi-lang,13
Other,11
Other,2
Other,1
Other,12
Other,12
Other,10
Other,10
Other,1
Other,1
Other,6
Other,2
Other,1
Other,2
Other,12
Other,0
Other,12
Other,0
Other,2
Multi-lang,21
Other,1
Other,2
Other,1
Other,64
Other,5
Other,2
Other,1
Other,49
Other,6
Other,2
Other,1
Other,6
Multi-lang,51
Other,32
Other,4
Other,1
Other,16
Other,1
Other,1
Other,1
Other,1
Other,35
Other,1
Other,3
Other,1
Other,2
Other,1
Other,24
Multi-lang,26
Other,4
Other,4
Other,2
Other,1
Other,1
Other,32
Multi-lang,23
Other,2
Other,1
Other,8
Other,23
Other,16
Other,1
Other,1
Multi-lang,34
Other,15
Other,36
Other,2
Other,1
Other,2
Other,1
Other,39
Other,1
Other,0
Other,212
Other,1
Other,2
Other,1
Other,1
Other,2
Other,0
Other,5
Other,4
Other,3
Other,3
Other,0
Other,5
Other,2
Other,2
Other,21
Other,1
Other,6
Other,1
Other,9
Other,1
Other,7
Other,1
Other,1
Other,7
Other,10
Other,6
Other,66
Other,211
Other,1
Other,2
Other,2
Other,31
Other,1
Other,12
Other,28
Other,1
Other,2
Other,5
Other,0
Other,0
Other,5
Other,2
Other,2
Other,2
Other,7
Other,6
Other,1
Other,5
Other,9
Other,3
Other,2
Other,8
Other,2
Other,1
Other,6
Other,6
Other,1
Other,1
Other,7
Other,1
Other,2
Other,8
Other,3
Other,0
Other,51
Other,0
Other,4
Multi-lang,79
Other,15
Other,23
Other,3
Other,2
Other,1
Other,2
Other,2
Other,3
Other,0
Other,1
Other,1
Other,2
Other,0
Other,8
Other,1
Other,3
Other,2
Other,2
Other,1
Other,2
Other,14
Other,2
Other,3
Other,2
Other,2
Multi-lang,10
Other,1
Other,4
Other,1
Other,3
Other,0
Other,2
Other,2
Other,2
Other,1
Other,1
Other,15
Other,2
Other,2
Other,2
Other,9
Other,2
Other,0
Other,2
Other,8
Other,4
Other,2
Other,2
Other,22
Other,1
Other,12
Other,2
Other,12
Other,22
Other,1
Other,5
Other,2
Other,17
Other,3
Other,4
Other,1
Other,1
Other,3
Other,16
Other,2
Other,9
Other,2
Other,4
Other,79
Other,32
Other,2
Other,1
Other,3
Other,2
Other,1
Other,2
Other,7
Other,40
Other,5
Other,6
Other,3
Other,2
Other,1
Other,2
Other,2
Other,0
Other,2
Other,12
Other,2
Other,1
Other,0
Multi-lang,1
Other,114
Other,1
Other,24
Other,5
Other,11
Other,24
Multi-lang,15
Other,285
Other,251
Other,2
Other,0
Other,1
Other,0
Multi-lang,968
Other,18
Other,1
Other,1
Other,9
Other,0
Other,2
Other,5
Other,2
Other,1
Other,2
Other,7
Other,3
Other,16
Other,5
Multi-lang,187
Other,1
Other,1
Other,1
Multi-lang,0
Other,2
Other,2
Other,6
Other,5
Other,2
Other,3
Other,4
Other,0
Other,0
Other,3
Other,8
Other,70
Other,4
Other,2
Other,2
Other,2
Other,1
Other,1
Other,1
Other,20
Other,2
Multi-lang,37
Other,2
Multi-lang,71
Other,3
Other,0
Other,1
Other,3
Other,13
Other,2
Multi-lang,55
Other,41
Other,7
Other,5
Other,1
Other,1
Other,2
Other,2
Other,1
Other,3
Other,1
Other,3
Other,0
Other,10
Other,26
Other,4
Other,68
Other,33
Other,39
Multi-lang,29
Other,86
Other,77
Other,8
Other,1
Other,0
Other,1
Other,3
Other,0
Other,1
Other,0
Other,3
Other,2
Other,1
Other,13
Other,4
Other,7
Other,13
Other,2
Other,2
Other,0
Other,4
Other,1
Other,1
Other,20
Other,2
Other,29
Other,3
Other,172
Other,0
Other,2
Other,1
Other,2
Other,7
Other,18
Other,2
Other,2
Other,2
Other,463
Other,13
Other,28
Other,4
Other,1
Other,29
Other,2
Other,6
Other,7
Multi-lang,66
Other,2
Other,3
Other,3
Other,3
Other,2
Other,2
Other,1
Other,2
Other,9
Other,10
Other,2
Other,2
Other,1
Multi-lang,6449
Multi-lang,587
Other,0
Other,9
Other,4
Other,1
Other,2
Other,1
Other,2
Other,2
Other,4
Other,15
Other,7
Other,1
Other,1
Other,28
Other,13
Other,32
Other,6
Multi-lang,277
Other,144
Other,20
Other,15
Other,19
Other,1
Other,1
Other,1
Other,6
Other,2
Other,1
Other,29
Other,159
Other,2
Other,3
Other,1
Multi-lang,8
Other,1
Other,49
Other,2
Multi-lang,246
Other,0
Other,47
Other,11
Other,1
Other,20
Other,1
Other,5
Other,2
Other,8
Other,6
